id,type,componentId,title,category,confidence,anchor,evidence,overview,function,relationships,inspection,safety
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190762,component-label,C22,Coolant Tank and Chip Conveyor,Coolant and Chip Management,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[1.3260000497102737,0.025499997660517693,1.0734999796841294],""direction"":[-0.342642419583303,-0.9360614012033418,0.07990760589165599],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VNM860链排水箱 at occurrence path VMC855 C2312035-1 > VNM860链排水箱"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Coolant Tank and Chip Conveyor is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Coolant Tank and Chip Conveyor sits within VMC855 Vertical Machining Center. Its panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the coolant tank and chip conveyor for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1191318,component-label,C23,Machine Column,Machine Structure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0,-0.8299999833106995,0.4860000014305115],""direction"":[-0.5241627942300765,-0.03465701359979169,0.8509126021826579],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 855WT立柱处理 at occurrence path VMC855 C2312035-1 > 855A装配图 > 855WT立柱处理"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Machine Column is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Machine Column sits within Machine Core Assembly. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the machine column for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1191026,component-label,C24,Electrical Cabinet Door,Electrical Enclosure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.5510941743850708,0.08293521404266357,0.018499999772757292],""direction"":[0.7693914054359243,-0.0425179100799242,-0.6373610378457161],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-05-02  电器柜门 at occurrence path VMC855 C2312035-1 > VMC855A-05-00  电气箱装配图 > VMC855A-05-02  电器柜门"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Electrical Cabinet Door is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Electrical Cabinet Door sits within Electrical Cabinet. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the electrical cabinet door for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190774,component-label,C25,Chip Conveyor,Coolant and Chip Management,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-1.0025669634342194,0.5213933661580086,0.3630000054836273],""direction"":[-0.04939584040458739,-0.5916978577922289,0.8046450745731384],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 850B排屑机装配体LP at occurrence path VMC855 C2312035-1 > VNM860链排水箱 > 850B排屑机装配体LP"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Chip Conveyor is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Chip Conveyor sits within Coolant Tank and Chip Conveyor. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the chip conveyor for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190976,component-label,C26,Main Spindle-Head Cover,Machine Guarding,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0,1.0399999618530273,0.17225000262260437],""direction"":[0.5283171460023793,0.8426269476363831,-0.10421525971225434],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 硬轨VMC855A-04-01  机头护罩装配体 at occurrence path VMC855 C2312035-1 > 硬轨VMC855A-04-00  机头罩装配体 > 硬轨VMC855A-04-01  机头护罩装配体"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Main Spindle-Head Cover is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Main Spindle-Head Cover sits within Spindle-Head Cover Assembly. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the main spindle-head cover for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1191319,component-label,C27,Spindle-Head Box,Machine Structure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.3345000147819519,0.2709999978542328,0.29249998927116383],""direction"":[-0.7148661191762922,-0.25025331756658536,0.6529469417194209],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 855WT主轴箱处理 at occurrence path VMC855 C2312035-1 > 855A装配图 > 855WT主轴箱处理"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",The Spindle-Head Box is a separately named core member surrounding the machine's spindle-head region. It is a useful landmark for tracing the cutting system through the machine.,"It houses and supports the spindle-head region. The supplied model does not identify bearings, drive elements, lubrication passages, or internal service points.","This box sits inside the Machine Core Assembly alongside the column, saddle, worktable, and bed. The spindle-head covers surround it externally, while the tool magazine occupies a neighboring branch.","From an authorized viewing position, look for visible damage, loose exterior attachments, accumulated chips, staining, or interference with neighboring covers. Use approved machine documentation for alignment or internal checks.","Do not reach into the spindle area or remove covers while the machine is energized. Isolate stored and electrical energy before authorized access, and treat attached tooling as a sharp-object hazard."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1191320,component-label,C28,Machine Saddle,Machine Structure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0,-0.17749999463558197,0.005000002682209015],""direction"":[-0.4651646192647892,-0.7630241112862299,-0.4487940313552562],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 855WT滑座处理 at occurrence path VMC855 C2312035-1 > 855A装配图 > 855WT滑座处理"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",The Machine Saddle is the separately named slide-support member within the machine core. It can be distinguished from the bed below and the worktable above when studying the stacked structural arrangement.,"It supports the worktable above the machine bed. Exact travel, guide type, drive arrangement, and adjustment procedures are not defined here.","The saddle belongs to the Machine Core Assembly with the bed, column, worktable, spindle-head box, and tool magazine. Those neighboring parts remain independently selectable for comparison.","Observe exposed interfaces for chips, visible damage, staining, or obstructions that could affect adjacent moving regions. Do not infer straightness or alignment from this simplified viewer; use approved metrology procedures.","Keep hands and tools away from slide interfaces and possible pinch zones. Stop and isolate the machine before cleaning or examining concealed surfaces, following local lockout and machine instructions."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1191321,component-label,C29,Machine Worktable,Machine Structure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.4999999999999999,0.08100000023841858,0],""direction"":[-0.546987028589987,0.6367854117107132,0.5434238953033944],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 855WT工作台处理 at occurrence path VMC855 C2312035-1 > 855A装配图 > 855WT工作台处理"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",The Machine Worktable is the named table member in the machine core. Its broad upper surface provides a clear reference for understanding where workholding equipment and a workpiece would normally be positioned.,"It supplies the working support surface for authorized setups. The model does not define permitted load, clamping method, slot dimensions, positioning accuracy, or a particular machining operation.","The worktable sits with the saddle and bed in the Machine Core Assembly and below the spindle-head region. Fixtures, clamps, and workpieces are not represented as separate supplied components.","Check for chips, damage, raised debris, or objects that could prevent secure seating. Confirm cleanliness and setup requirements using the laboratory's approved procedure.","Never adjust workholding while the machine can move. Remove loose tools before operation, keep clear of pinch points, and isolate the machine before reaching into the guarded work area."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1191322,component-label,C30,Machine Bed,Machine Structure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0,-0.39500001072883606,-0.8699999805539846],""direction"":[-0.3939648510928145,-0.9077029757497709,0.14445415853628785],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 855WT床身处理 at occurrence path VMC855 C2312035-1 > 855A装配图 > 855WT床身处理"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]","The Machine Bed is the named lower structural member of the machine core. It forms a useful base reference when comparing the positions of the saddle, worktable, column, and surrounding enclosure.","Its structural role is to support the core arrangement and provide mounting relationships for neighboring machine members. Foundation details, leveling points, stiffness values, and lifting provisions are not established here.",The bed lies beneath the saddle and worktable and beside the column. Exterior guarding and coolant-management assemblies occupy separate branches around it.,"Observe accessible exterior regions for visible damage, contamination, loose attachments, or fluid accumulation. Any leveling, anchoring, or structural inspection must follow approved manufacturer or site documentation.",Do not enter beneath the machine or use the displayed shape to choose lifting points. Isolate the equipment and use rated handling methods before authorized work near its base.
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1191331,component-label,C31,YP4024 Tool-Magazine Assembly,Tool-Changing System,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.2803506478667259,0.8552259206771851,0.4734562672674656],""direction"":[-0.12088995480057482,0.9464305570630398,-0.2994241464639403],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node ASM-YP4024BT-R265L75-A01 at occurrence path VMC855 C2312035-1 > 855A装配图 > ASM-YP4024BT-R265L75-A01"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]","The YP4024 Tool-Magazine Assembly is the named magazine unit inside the machine core. It is distinct from the external tool-magazine enclosure, which appears separately.","The assembly represents the machine's tool-storage and presentation mechanism. The supplied data does not confirm pocket count, indexing sequence, allowable tool mass, change timing, or service settings.","It is nested under the Machine Core Assembly near the spindle-head region and is covered by the separate Tool-Magazine Enclosure. Small brackets, adjustments, and fasteners remain grouped within it.","With the machine safely isolated, observe accessible magazine surfaces for damage, loose items, chip buildup, or interference. Use validated instructions for pocket, alignment, sensor, or changer checks.",Treat the magazine as an automatic moving mechanism with pinch and sharp-tool hazards. Never enter its travel area or handle stored tools unless the machine is secured for that task.
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1191025,component-label,C32,Electrical Cabinet Body Assembly,Electrical Enclosure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.42485493421554565,0.06958931684494019,0.012499995529651642],""direction"":[-0.8323590632438259,-0.04690776940783157,0.5522481788155053],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-05-01  电气柜装配图 at occurrence path VMC855 C2312035-1 > VMC855A-05-00  电气箱装配图 > VMC855A-05-01  电气柜装配图"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",The Electrical Cabinet Body Assembly is the named structure inside the Electrical Cabinet group. It combines cabinet panels and enclosure pieces while the door remains independently identified.,"It provides the physical enclosure and mounting region associated with electrical equipment. The model does not identify installed devices, circuit functions, voltage, cooling arrangement, or isolation points.","This body assembly and the Electrical Cabinet Door are sibling components under the Electrical Cabinet. Hinges, guide posts, sheets, and small brackets remain combined within the body assembly.","From outside the closed cabinet, look for visible deformation, damaged panels, loose attachments, blocked openings, or signs of contamination. Internal inspection requires authorized electrical procedures.",Assume hazardous voltage may be present even when the machine is stopped. Keep the enclosure closed during normal use and permit only qualified personnel to access it after verified isolation.
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190977,component-label,C33,Small Spindle-Head Cover,Machine Guarding,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.0633203387260437,0.23839658498764038,-0.06650000065564604],""direction"":[-0.225368943175466,0.9445165844245279,-0.2389503320755117],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 硬轨VMC855A-04-03  小护罩装配体 at occurrence path VMC855 C2312035-1 > 硬轨VMC855A-04-00  机头罩装配体 > 硬轨VMC855A-04-03  小护罩装配体"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",The Small Spindle-Head Cover is a separately named two-piece cover assembly around the machine-head region. It is shown independently so learners can distinguish it from the main and magazine-side covers.,"Its visible role is to enclose part of the spindle-head area and complete the surrounding cover set. The model does not establish an interlock, sealing level, or impact rating.",This cover is nested under the Spindle-Head Cover Assembly beside the Main Spindle-Head Cover and Tool-Magazine-Side Spindle-Head Cover. Its individual sheets remain grouped together.,"Observe the cover for dents, gaps, loose mounting points, rubbing, or trapped chips. Confirm any required clearance or fastening condition using approved machine instructions before operation.",Do not remove or bypass a machine cover while motion or stored energy is possible. Stop and isolate the machine before authorized access to the spindle-head area.
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190978,component-label,C34,Tool-Magazine-Side Spindle-Head Cover,Machine Guarding,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.06964834034442902,0.5303907990455627,0.09300000034272671],""direction"":[0.10355761706487006,0.7599170684961641,0.6417179045001331],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-04-02  机头侧护罩装配体小刀库 at occurrence path VMC855 C2312035-1 > 硬轨VMC855A-04-00  机头罩装配体 > VMC855A-04-02  机头侧护罩装配体小刀库"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",The Tool-Magazine-Side Spindle-Head Cover is the named side-cover assembly positioned toward the tool-magazine side of the machine head. Its two cover pieces are presented as one readable component.,"Its visible role is to close the side of the spindle-head cover arrangement near the tool magazine. No interlock, sealing performance, or internal mechanism is claimed from this model.","It belongs to the Spindle-Head Cover Assembly beside the main and small covers, and it faces the separately modeled tool-magazine system. The underlying head structure remains a different component.","Look for deformation, missing attachment points, rubbing, gaps, or chip accumulation at neighboring interfaces. Use approved instructions to confirm mounting and clearance requirements.","Keep the cover installed during operation. Isolate both spindle and tool-changing energy before authorized removal, because adjacent equipment may create pinch, crush, and sharp-tool hazards."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190773,component-label,C35,Coolant Tank Body Assembly,Coolant and Chip Management,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[1.3049999428912997,-0.002000001259148121,1.0310000181198113],""direction"":[-0.3555060007422775,-0.9335256347552301,0.04631816804534214],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 水箱主体组合 at occurrence path VMC855 C2312035-1 > VNM860链排水箱 > 水箱主体组合"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]","The Coolant Tank Body Assembly is the named tank structure within the coolant and chip-management system. Its main body, wheels, braces, and repeated plates remain combined as one practical subsystem.","It forms the container and support arrangement associated with coolant collection and circulation. Capacity, compatible fluid, cleaning interval, and internal baffle arrangement are not specified by the model.","This assembly sits under Coolant Tank and Chip Conveyor alongside the Chip Conveyor, Coolant Pump Mounting Group, and Coolant Filter Plate. Those neighboring functions remain separately selectable.","Check accessible exterior surfaces for leaks, corrosion, damage, loose supports, accumulated chips, or obstructed service space. Follow the site's fluid-handling procedure for cleaning or draining.",Avoid skin contact with used coolant and do not enter or reach into the tank system while equipment can start. Isolate energy and manage spills with approved protective equipment.
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190775,component-label,C36,Coolant Pump Mounting Group,Coolant and Chip Management,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.05431756377220154,-0.027435408905148506,0],""direction"":[-0.3300369859593004,-0.7874311340931717,-0.5206033009496216],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 水泵组合 at occurrence path VMC855 C2312035-1 > VNM860链排水箱 > 水泵组合"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]","The Coolant Pump Mounting Group is a named support within the tank system. Visible parts include a cover plate, mounting seat, and fasteners rather than a confirmed pump motor.","It provides the mounting region associated with coolant-pump equipment. The supplied assembly does not prove that a pump motor, impeller, pipe connections, or electrical supply is included in this group.","This group belongs under Coolant Tank and Chip Conveyor beside the tank body, conveyor, and filter plate. Its small fasteners remain combined so the learning tree stays readable.","Check for loose hardware, damage, corrosion, leakage, or interference. Confirm actual pump installation and service requirements on the physical machine.","Do not treat the model as an isolation guide. Secure electrical and fluid energy before authorized work, and protect against unexpected starting, pressure release, contaminated coolant, and sharp edges."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190777,component-label,C37,Coolant Filter Plate,Coolant and Chip Management,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0,0,5.684342156072553e-17],""direction"":[0.2641447236362515,-0.5755453693709894,0.7739348117062185],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 过滤网板 at occurrence path VMC855 C2312035-1 > VNM860链排水箱 > 过滤网板"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",The Coolant Filter Plate is a named group within the coolant and chip-management system. A filter screen and plate appear together as one selectable component.,"Its form and source name indicate a screening boundary in the coolant path. Mesh size, filtration rating, flow direction, replacement interval, and approved cleaning method are not supplied.","The plate belongs under Coolant Tank and Chip Conveyor beside the tank body, chip conveyor, and pump mounting group. It is kept separate because it is a clear inspection point.","Look for visible blockage, deformation, corrosion, damage, or an improperly seated plate from an authorized position. Use site instructions to determine when and how it may be cleaned.","Stop and isolate the system before removal. Handle collected chips as sharp contaminated material, wear required protective equipment, and dispose of coolant residue according to laboratory procedures."
